test,class,boxy_2,boxx_2,boxy_1,boxx_1,file_name,class_name
FALSE,3,1090,1828,424,178,000182.jpg,Acura TL Sedan 2012
FALSE,3,398,627,84,14,000183.jpg,Acura TL Sedan 2012
FALSE,3,183,296,47,3,000184.jpg,Acura TL Sedan 2012
FALSE,3,182,297,34,28,000185.jpg,Acura TL Sedan 2012
FALSE,3,327,528,84,79,000186.jpg,Acura TL Sedan 2012
FALSE,3,171,278,14,15,000187.jpg,Acura TL Sedan 2012
FALSE,3,235,380,101,22,000188.jpg,Acura TL Sedan 2012
FALSE,3,900,1484,1,1,000189.jpg,Acura TL Sedan 2012
FALSE,3,402,590,57,51,000190.jpg,Acura TL Sedan 2012
FALSE,3,465,594,192,71,000191.jpg,Acura TL Sedan 2012
FALSE,3,979,1405,298,283,000192.jpg,Acura TL Sedan 2012
FALSE,3,408,468,9,15,000193.jpg,Acura TL Sedan 2012
FALSE,3,1915,2663,56,373,000194.jpg,Acura TL Sedan 2012
FALSE,3,302,482,67,14,000195.jpg,Acura TL Sedan 2012
FALSE,3,311,562,13,84,000196.jpg,Acura TL Sedan 2012
TRUE,3,203,282,97,18,000197.jpg,Acura TL Sedan 2012
TRUE,3,255,385,109,5,000198.jpg,Acura TL Sedan 2012
TRUE,3,178,204,62,55,000199.jpg,Acura TL Sedan 2012
TRUE,3,289,376,52,17,000200.jpg,Acura TL Sedan 2012
TRUE,3,334,532,86,45,000201.jpg,Acura TL Sedan 2012
TRUE,3,627,997,126,32,000202.jpg,Acura TL Sedan 2012
TRUE,3,1144,1997,11,104,000203.jpg,Acura TL Sedan 2012
TRUE,3,368,778,27,13,000204.jpg,Acura TL Sedan 2012
TRUE,3,166,242,79,14,000205.jpg,Acura TL Sedan 2012
TRUE,3,193,285,68,12,000206.jpg,Acura TL Sedan 2012
TRUE,3,202,360,76,30,000207.jpg,Acura TL Sedan 2012
TRUE,3,296,422,41,73,000208.jpg,Acura TL Sedan 2012
TRUE,3,468,595,156,19,000209.jpg,Acura TL Sedan 2012
TRUE,3,180,271,65,1,000210.jpg,Acura TL Sedan 2012
TRUE,3,361,597,58,16,000211.jpg,Acura TL Sedan 2012
TRUE,3,436,714,34,123,000212.jpg,Acura TL Sedan 2012
TRUE,3,347,472,146,78,000213.jpg,Acura TL Sedan 2012
TRUE,3,281,548,71,32,000214.jpg,Acura TL Sedan 2012
TRUE,3,350,581,74,43,000215.jpg,Acura TL Sedan 2012
TRUE,3,186,246,54,51,000216.jpg,Acura TL Sedan 2012
TRUE,3,171,230,53,17,000217.jpg,Acura TL Sedan 2012
TRUE,3,521,879,159,128,000218.jpg,Acura TL Sedan 2012
TRUE,3,480,802,152,153,000219.jpg,Acura TL Sedan 2012
TRUE,3,467,719,182,89,000220.jpg,Acura TL Sedan 2012
TRUE,3,304,470,94,52,000221.jpg,Acura TL Sedan 2012
TRUE,3,193,289,9,16,000222.jpg,Acura TL Sedan 2012
TRUE,3,544,674,133,121,000223.jpg,Acura TL Sedan 2012
TRUE,3,192,250,53,56,000224.jpg,Acura TL Sedan 2012
TRUE,3,336,546,28,52,000225.jpg,Acura TL Sedan 2012
TRUE,3,315,796,47,157,000226.jpg,Acura TL Sedan 2012
TRUE,3,312,389,58,44,000227.jpg,Acura TL Sedan 2012
TRUE,3,351,485,33,65,000228.jpg,Acura TL Sedan 2012
TRUE,3,246,386,64,39,000229.jpg,Acura TL Sedan 2012
TRUE,3,373,542,69,73,000230.jpg,Acura TL Sedan 2012
TRUE,3,466,779,84,22,000231.jpg,Acura TL Sedan 2012
TRUE,3,260,396,97,49,000232.jpg,Acura TL Sedan 2012
TRUE,3,387,574,165,14,000233.jpg,Acura TL Sedan 2012
TRUE,3,348,478,142,10,000234.jpg,Acura TL Sedan 2012
TRUE,3,198,288,92,17,000235.jpg,Acura TL Sedan 2012
TRUE,3,383,637,101,12,000236.jpg,Acura TL Sedan 2012
TRUE,3,284,698,23,19,000237.jpg,Acura TL Sedan 2012
TRUE,3,592,877,172,168,000238.jpg,Acura TL Sedan 2012
TRUE,3,173,248,22,9,000239.jpg,Acura TL Sedan 2012
FALSE,4,786,1468,215,147,000240.jpg,Acura TL Type-S 2008
FALSE,4,696,1001,341,24,000241.jpg,Acura TL Type-S 2008
FALSE,4,373,589,26,30,000242.jpg,Acura TL Type-S 2008
FALSE,4,218,388,50,57,000243.jpg,Acura TL Type-S 2008
FALSE,4,553,943,146,58,000244.jpg,Acura TL Type-S 2008
FALSE,4,507,795,79,45,000245.jpg,Acura TL Type-S 2008
FALSE,4,564,932,277,66,000246.jpg,Acura TL Type-S 2008
FALSE,4,667,992,220,62,000247.jpg,Acura TL Type-S 2008
FALSE,4,323,560,149,62,000248.jpg,Acura TL Type-S 2008
FALSE,4,421,602,152,30,000249.jpg,Acura TL Type-S 2008
FALSE,4,375,588,71,51,000250.jpg,Acura TL Type-S 2008
FALSE,4,260,485,69,18,000251.jpg,Acura TL Type-S 2008
FALSE,4,227,452,47,39,000252.jpg,Acura TL Type-S 2008
FALSE,4,460,629,145,71,000253.jpg,Acura TL Type-S 2008
FALSE,4,432,612,59,48,000254.jpg,Acura TL Type-S 2008
FALSE,4,295,488,46,13,000255.jpg,Acura TL Type-S 2008
FALSE,4,330,400,176,62,000256.jpg,Acura TL Type-S 2008
FALSE,4,354,621,149,18,000257.jpg,Acura TL Type-S 2008
FALSE,4,252,493,97,9,000258.jpg,Acura TL Type-S 2008
FALSE,4,699,1194,134,89,000259.jpg,Acura TL Type-S 2008
FALSE,4,269,402,94,23,000260.jpg,Acura TL Type-S 2008
FALSE,4,928,1253,444,29,000261.jpg,Acura TL Type-S 2008
FALSE,4,312,479,88,22,000262.jpg,Acura TL Type-S 2008
FALSE,4,325,432,8,69,000263.jpg,Acura TL Type-S 2008
FALSE,4,382,560,55,16,000264.jpg,Acura TL Type-S 2008
FALSE,4,404,608,93,37,000265.jpg,Acura TL Type-S 2008
FALSE,4,372,776,23,56,000266.jpg,Acura TL Type-S 2008
FALSE,4,421,594,153,78,000267.jpg,Acura TL Type-S 2008
FALSE,4,407,597,114,66,000268.jpg,Acura TL Type-S 2008
FALSE,4,964,1497,495,185,000269.jpg,Acura TL Type-S 2008
FALSE,4,286,470,29,39,000270.jpg,Acura TL Type-S 2008
FALSE,4,386,617,182,33,000271.jpg,Acura TL Type-S 2008
FALSE,4,610,893,261,107,000272.jpg,Acura TL Type-S 2008
FALSE,4,357,623,36,5,000273.jpg,Acura TL Type-S 2008
FALSE,4,306,441,86,73,000274.jpg,Acura TL Type-S 2008
FALSE,4,389,591,170,42,000275.jpg,Acura TL Type-S 2008
FALSE,4,488,617,50,2,000276.jpg,Acura TL Type-S 2008
FALSE,4,445,605,135,14,000277.jpg,Acura TL Type-S 2008
FALSE,4,308,480,75,31,000278.jpg,Acura TL Type-S 2008
FALSE,4,372,544,83,69,000279.jpg,Acura TL Type-S 2008
FALSE,4,329,435,106,63,000280.jpg,Acura TL Type-S 2008
FALSE,4,433,532,85,58,000281.jpg,Acura TL Type-S 2008
TRUE,4,302,477,127,28,000282.jpg,Acura TL Type-S 2008
TRUE,4,330,782,29,16,000283.jpg,Acura TL Type-S 2008
TRUE,4,404,792,2,9,000284.jpg,Acura TL Type-S 2008
TRUE,4,340,573,120,23,000285.jpg,Acura TL Type-S 2008
TRUE,4,301,474,46,118,000286.jpg,Acura TL Type-S 2008
TRUE,4,380,555,118,34,000287.jpg,Acura TL Type-S 2008
TRUE,4,394,593,42,29,000288.jpg,Acura TL Type-S 2008
TRUE,4,272,443,35,15,000289.jpg,Acura TL Type-S 2008
TRUE,4,436,625,27,18,000290.jpg,Acura TL Type-S 2008
TRUE,4,309,432,157,20,000291.jpg,Acura TL Type-S 2008
TRUE,4,301,418,56,30,000292.jpg,Acura TL Type-S 2008
TRUE,4,213,475,26,32,000293.jpg,Acura TL Type-S 2008
TRUE,4,331,624,33,29,000294.jpg,Acura TL Type-S 2008
TRUE,4,297,786,41,21,000295.jpg,Acura TL Type-S 2008
TRUE,4,447,681,133,42,000296.jpg,Acura TL Type-S 2008
TRUE,4,602,994,262,55,000297.jpg,Acura TL Type-S 2008
TRUE,4,702,988,268,49,000298.jpg,Acura TL Type-S 2008
TRUE,4,309,472,34,21,000299.jpg,Acura TL Type-S 2008
TRUE,4,704,1151,166,68,000300.jpg,Acura TL Type-S 2008
TRUE,4,304,484,65,11,000301.jpg,Acura TL Type-S 2008
TRUE,4,1743,2755,520,555,000302.jpg,Acura TL Type-S 2008
TRUE,4,704,996,187,18,000303.jpg,Acura TL Type-S 2008
TRUE,4,451,710,110,63,000304.jpg,Acura TL Type-S 2008
TRUE,4,617,959,187,64,000305.jpg,Acura TL Type-S 2008
TRUE,4,311,482,157,40,000306.jpg,Acura TL Type-S 2008
TRUE,4,780,1320,179,159,000307.jpg,Acura TL Type-S 2008
TRUE,4,334,586,129,26,000308.jpg,Acura TL Type-S 2008
TRUE,4,404,630,151,19,000309.jpg,Acura TL Type-S 2008
TRUE,4,368,613,74,32,000310.jpg,Acura TL Type-S 2008
TRUE,4,1027,1786,337,145,000311.jpg,Acura TL Type-S 2008
TRUE,4,301,488,160,21,000312.jpg,Acura TL Type-S 2008
TRUE,4,587,923,124,114,000313.jpg,Acura TL Type-S 2008
TRUE,4,320,468,80,10,000314.jpg,Acura TL Type-S 2008
TRUE,4,280,412,105,69,000315.jpg,Acura TL Type-S 2008
TRUE,4,871,1760,122,29,000316.jpg,Acura TL Type-S 2008
TRUE,4,350,795,29,13,000317.jpg,Acura TL Type-S 2008
TRUE,4,278,467,82,39,000318.jpg,Acura TL Type-S 2008
TRUE,4,306,505,31,25,000319.jpg,Acura TL Type-S 2008
TRUE,4,274,438,127,17,000320.jpg,Acura TL Type-S 2008
TRUE,4,269,434,115,54,000321.jpg,Acura TL Type-S 2008
TRUE,4,351,465,115,53,000322.jpg,Acura TL Type-S 2008
TRUE,4,364,466,119,40,000323.jpg,Acura TL Type-S 2008
FALSE,5,612,894,314,101,000324.jpg,Acura TSX Sedan 2012
FALSE,5,191,283,49,19,000325.jpg,Acura TSX Sedan 2012
FALSE,5,338,528,91,105,000326.jpg,Acura TSX Sedan 2012
FALSE,5,551,885,227,126,000327.jpg,Acura TSX Sedan 2012
FALSE,5,180,293,36,9,000328.jpg,Acura TSX Sedan 2012
FALSE,5,124,299,7,4,000329.jpg,Acura TSX Sedan 2012
FALSE,5,156,204,50,69,000330.jpg,Acura TSX Sedan 2012
FALSE,5,248,404,119,31,000331.jpg,Acura TSX Sedan 2012
FALSE,5,541,1009,118,26,000332.jpg,Acura TSX Sedan 2012
FALSE,5,144,222,35,57,000333.jpg,Acura TSX Sedan 2012
FALSE,5,166,241,37,26,000334.jpg,Acura TSX Sedan 2012
FALSE,5,322,415,83,22,000335.jpg,Acura TSX Sedan 2012
FALSE,5,128,270,9,27,000336.jpg,Acura TSX Sedan 2012
FALSE,5,316,450,56,25,000337.jpg,Acura TSX Sedan 2012
FALSE,5,1063,1713,393,172,000338.jpg,Acura TSX Sedan 2012
FALSE,5,445,675,124,142,000339.jpg,Acura TSX Sedan 2012
FALSE,5,334,457,89,39,000340.jpg,Acura TSX Sedan 2012
FALSE,5,391,562,216,20,000341.jpg,Acura TSX Sedan 2012
FALSE,5,274,404,101,93,000342.jpg,Acura TSX Sedan 2012
FALSE,5,139,270,53,34,000343.jpg,Acura TSX Sedan 2012
FALSE,5,190,247,62,45,000344.jpg,Acura TSX Sedan 2012
FALSE,5,1658,2457,507,115,000345.jpg,Acura TSX Sedan 2012
FALSE,5,283,404,67,33,000346.jpg,Acura TSX Sedan 2012
FALSE,5,174,239,7,20,000347.jpg,Acura TSX Sedan 2012
FALSE,5,174,246,35,52,000348.jpg,Acura TSX Sedan 2012
FALSE,5,200,292,74,7,000349.jpg,Acura TSX Sedan 2012
FALSE,5,177,271,25,5,000350.jpg,Acura TSX Sedan 2012
FALSE,5,162,235,48,68,000351.jpg,Acura TSX Sedan 2012
FALSE,5,139,246,58,15,000352.jpg,Acura TSX Sedan 2012
FALSE,5,153,252,45,20,000353.jpg,Acura TSX Sedan 2012
FALSE,5,185,271,79,35,000354.jpg,Acura TSX Sedan 2012
FALSE,5,222,363,49,32,000355.jpg,Acura TSX Sedan 2012
FALSE,5,172,246,38,24,000356.jpg,Acura TSX Sedan 2012
FALSE,5,425,640,162,50,000357.jpg,Acura TSX Sedan 2012
FALSE,5,629,990,185,36,000358.jpg,Acura TSX Sedan 2012
FALSE,5,419,599,78,118,000359.jpg,Acura TSX Sedan 2012
FALSE,5,177,380,29,38,000360.jpg,Acura TSX Sedan 2012
FALSE,5,168,237,67,37,000361.jpg,Acura TSX Sedan 2012
FALSE,5,170,307,63,19,000362.jpg,Acura TSX Sedan 2012
FALSE,5,160,270,8,11,000363.jpg,Acura TSX Sedan 2012
FALSE,5,150,294,37,8,000364.jpg,Acura TSX Sedan 2012
TRUE,5,182,285,30,13,000365.jpg,Acura TSX Sedan 2012
TRUE,5,866,1300,141,281,000366.jpg,Acura TSX Sedan 2012
TRUE,5,151,278,41,40,000367.jpg,Acura TSX Sedan 2012
TRUE,5,2192,4238,620,467,000368.jpg,Acura TSX Sedan 2012
TRUE,5,563,851,80,36,000369.jpg,Acura TSX Sedan 2012
TRUE,5,176,290,25,15,000370.jpg,Acura TSX Sedan 2012
TRUE,5,295,375,75,34,000371.jpg,Acura TSX Sedan 2012
TRUE,5,403,593,210,57,000372.jpg,Acura TSX Sedan 2012
TRUE,5,334,574,75,74,000373.jpg,Acura TSX Sedan 2012
TRUE,5,167,243,43,13,000374.jpg,Acura TSX Sedan 2012
TRUE,5,333,889,27,61,000375.jpg,Acura TSX Sedan 2012
TRUE,5,605,909,269,126,000376.jpg,Acura TSX Sedan 2012
TRUE,5,449,697,76,100,000377.jpg,Acura TSX Sedan 2012
TRUE,5,503,625,193,64,000378.jpg,Acura TSX Sedan 2012
TRUE,5,146,246,43,31,000379.jpg,Acura TSX Sedan 2012
TRUE,5,160,237,16,31,000380.jpg,Acura TSX Sedan 2012
TRUE,5,159,272,61,66,000381.jpg,Acura TSX Sedan 2012
TRUE,5,346,500,79,114,000382.jpg,Acura TSX Sedan 2012
TRUE,5,164,258,45,10,000383.jpg,Acura TSX Sedan 2012
TRUE,5,151,250,14,23,000384.jpg,Acura TSX Sedan 2012
TRUE,5,800,1155,264,346,000385.jpg,Acura TSX Sedan 2012
TRUE,5,280,353,95,83,000386.jpg,Acura TSX Sedan 2012
TRUE,5,347,893,7,31,000387.jpg,Acura TSX Sedan 2012
TRUE,5,205,274,98,62,000388.jpg,Acura TSX Sedan 2012
TRUE,5,195,337,68,42,000389.jpg,Acura TSX Sedan 2012
TRUE,5,353,611,139,166,000390.jpg,Acura TSX Sedan 2012
TRUE,5,1043,1505,581,85,000391.jpg,Acura TSX Sedan 2012
TRUE,5,604,955,214,91,000392.jpg,Acura TSX Sedan 2012
